LSOA code,Predicted_Hotspot_Probability
E01004195,2.6345379e-05
E01004055,2.6158692e-05
E01000736,2.6154801e-05
E01002501,2.6142956e-05
E01035694,2.6071153e-05
E01002971,2.6051666e-05
E01033742,2.5877178e-05
E01034596,2.5864669e-05
E01034595,2.5864669e-05
E01003201,2.5810805e-05
E01000407,2.5529116e-05
E01000782,2.5466403e-05
E01001629,2.541051e-05
E01004352,2.5240146e-05
E01032567,2.513705e-05
E01003458,2.4809324e-05
E01002947,2.4794235e-05
E01004000,2.4785155e-05
E01004235,2.4748995e-05
E01035677,2.4598896e-05
E01000359,2.454673e-05
E01002327,2.4280967e-05
E01003438,2.4218529e-05
E01003386,2.4139186e-05
E01001141,2.4052508e-05
E01004363,2.3982122e-05
E01003834,2.390807e-05
E01001964,2.374017e-05
E01002159,2.3455652e-05
E01001038,2.3307815e-05
E01002725,2.3243358e-05
E01033584,2.3197783e-05
E01004349,2.3193472e-05
E01035688,2.3106466e-05
E01004078,2.2998523e-05
E01000334,2.2924576e-05
E01002166,2.2715203e-05
E01003550,2.2665348e-05
E01033787,2.2559274e-05
E01034597,2.255568e-05
E01000176,2.2357777e-05
E01001345,2.2253438e-05
E01000662,2.2139853e-05
E01000827,2.1775215e-05
E01004098,2.1507045e-05
E01001174,2.1386375e-05
E01004106,2.1142121e-05
E01003410,2.0901234e-05
E01002333,2.0791575e-05
E01002984,2.069188e-05
E01001041,2.0565405e-05
E01033880,2.0392645e-05
E01003219,2.0377813e-05
E01003626,2.0265139e-05
E01004190,1.9816673e-05
E01033928,1.9813177e-05
E01034223,1.9755387e-05
E01004174,1.9676923e-05
E01034173,1.934722e-05
E01000996,1.933903e-05
E01003429,1.926178e-05
E01001025,1.9152994e-05
E01002544,1.9123227e-05
E01001150,1.91015e-05
E01002420,1.9083092e-05
E01000838,1.9074068e-05
E01033936,1.9058542e-05
E01000793,1.8937064e-05
E01002143,1.868429e-05
E01004100,1.8572902e-05
E01004147,1.8471865e-05
E01002412,1.8283548e-05
E01004173,1.8168867e-05
E01000420,1.812235e-05
E01002541,1.8110411e-05
E01034227,1.7888298e-05
E01004093,1.7860752e-05
E01000767,1.7784758e-05
E01001684,1.738876e-05
E01004143,1.7242028e-05
E01004512,1.7064622e-05
E01003394,1.7033519e-05
E01001059,1.699905e-05
E01000618,1.6889413e-05
E01000658,1.6866588e-05
E01000272,1.6733913e-05
E01033913,1.6496839e-05
E01000166,1.6427652e-05
E01000370,1.6399805e-05
E01004191,1.6398992e-05
E01004331,1.6391346e-05
E01000734,1.6365495e-05
E01004097,1.6096817e-05
E01034485,1.6045153e-05
E01000341,1.5814307e-05
E01000811,1.5724181e-05
E01033878,1.502664e-05
E01000689,1.4920968e-05
E01033790,1.4752594e-05
E01004094,1.4458926e-05
E01034028,1.4458541e-05
E01004218,1.431447e-05
E01000450,1.4265574e-05
E01000430,1.4218077e-05
E01001679,1.41984165e-05
E01003528,1.4000921e-05
E01003490,1.3785213e-05
E01001757,1.3770235e-05
E01004353,1.3736735e-05
E01003359,1.369531e-05
E01034184,1.3423072e-05
E01035705,1.3218348e-05
E01001493,1.3050915e-05
E01000989,1.30047465e-05
E01001905,1.29570735e-05
E01000665,1.2808197e-05
E01034591,1.2721463e-05
E01035720,1.25889255e-05
E01034580,1.2584508e-05
E01034041,1.2557365e-05
E01002998,1.2538793e-05
E01001188,1.2449751e-05
E01003433,1.1567583e-05
E01033789,1.14008835e-05
E01000730,1.1305076e-05
E01001103,1.0963365e-05
E01001522,1.0830205e-05
E01004107,1.0637325e-05
E01004101,1.0602152e-05
E01000997,1.0509569e-05
E01001906,1.0507233e-05
E01002301,1.0268545e-05
E01034045,1.0232464e-05
E01000352,1.02149925e-05
E01000729,1.0198804e-05
E01032569,1.00603465e-05
E01001190,9.8938135e-06
E01001655,9.619907e-06
E01003388,9.471787e-06
E01000684,9.315858e-06
E01033792,9.279769e-06
E01004181,8.8590705e-06
E01001158,8.824246e-06
E01004104,8.725002e-06
E01001026,8.590496e-06
E01034479,8.48589e-06
E01000757,8.420511e-06
E01033911,8.210577e-06
E01034035,7.903269e-06
E01000422,7.632068e-06
E01003003,7.582164e-06
E01035497,7.269764e-06
E01034044,7.1502286e-06
E01002916,6.975229e-06
E01033923,6.9623625e-06
E01002324,6.9444386e-06
E01034383,6.9309212e-06
E01000442,6.923252e-06
E01004165,6.8081085e-06
E01000795,6.7738356e-06
E01000752,6.392403e-06
E01001002,6.23695e-06
E01001153,6.2355643e-06
E01004385,5.8156643e-06
E01035709,5.727713e-06
E01035490,5.6955646e-06
E01033930,5.217313e-06
E01000663,5.211391e-06
E01035499,5.005332e-06
E01003571,4.293225e-06
E01033791,4.0403115e-06
E01000769,3.9638053e-06
E01034147,3.9573883e-06
E01034155,3.9334054e-06
E01034176,3.7781267e-06
E01034153,3.569245e-06
E01034191,3.329906e-06
E01034177,3.1440989e-06
E01033863,2.9228274e-06
E01033864,2.3474306e-06
E01034384,2.1383878e-06
E01003730,1.9073132e-06
E01034390,1.888097e-06
E01033882,1.6837345e-06
E01002175,1.4664915e-06
E01000987,9.4005634e-07
E01003588,8.050781e-07
E01034214,1.9205082e-07
