LSOA21CD,Latitude,Longitude
E01002799,51.53793,-0.09628
E01002800,51.53531,-0.09485
E01002801,51.5351,-0.1013
E01002802,51.53352,-0.09904
E01002804,51.56864,-0.12122
E01002805,51.56687,-0.11482
E01002806,51.5682,-0.11699
E01002807,51.56549,-0.12264
E01002808,51.5655,-0.1184
E01002809,51.56453,-0.12586
E01002810,51.56257,-0.12354
E01002811,51.57169,-0.11804
E01002812,51.4964,-0.19119
E01002813,51.49681,-0.19485
E01002814,51.49331,-0.20224
E01002815,51.49479,-0.19649
E01002816,51.49952,-0.19368
E01002817,51.49715,-0.19916
E01002818,51.49939,-0.16066
E01002819,51.4977,-0.16962
E01002821,51.49468,-0.17449
E01002823,51.49282,-0.17094
E01002824,51.50549,-0.19346
E01002825,51.5038,-0.19884
E01002826,51.50383,-0.18957
E01002827,51.50782,-0.19306
E01002828,51.50729,-0.20039
E01002829,51.51738,-0.20189
E01002830,51.51912,-0.20452
E01002831,51.51635,-0.20725
E01002832,51.51517,-0.20198
E01002833,51.51442,-0.20505
E01002834,51.49235,-0.18892
E01002835,51.49334,-0.18135
E01002836,51.49192,-0.1846
E01002837,51.49019,-0.18067
E01002839,51.4936,-0.18956
E01002840,51.48253,-0.17577
E01002841,51.47925,-0.18169
E01002842,51.4809,-0.17837
E01002843,51.48004,-0.18481
E01002844,51.48471,-0.17064
E01002845,51.48416,-0.17431
E01002846,51.48891,-0.19622
E01002847,51.49155,-0.19412
E01002848,51.49134,-0.19952
E01002849,51.49026,-0.19232
E01002850,51.49331,-0.19241
E01002851,51.49313,-0.19776
E01002852,51.52686,-0.22143
E01002853,51.52281,-0.21076
E01002854,51.52273,-0.20496
E01002855,51.52075,-0.20717
E01002856,51.51848,-0.20927
E01002857,51.52469,-0.20731
E01002858,51.49262,-0.16618
E01002859,51.49341,-0.15848
E01002860,51.49451,-0.16436
E01002861,51.49104,-0.16381
E01002862,51.49152,-0.16798
E01002863,51.49593,-0.1593
E01002864,51.50108,-0.2047
E01002865,51.50109,-0.19788
E01002866,51.50158,-0.21161
E01002867,51.49794,-0.20739
E01002868,51.50401,-0.2072
E01002869,51.50428,-0.21402
E01002870,51.51111,-0.21789
E01002871,51.50826,-0.20864
E01002872,51.50997,-0.21288
E01002873,51.50705,-0.21422
E01002874,51.51423,-0.20925
E01002875,51.5106,-0.2078
E01002876,51.51826,-0.22197
E01002877,51.51463,-0.22061
E01002878,51.51651,-0.21395
E01002879,51.5148,-0.21217
E01002880,51.51375,-0.21684
E01002881,51.51245,-0.21428
E01002882,51.51174,-0.2032
E01002883,51.51013,-0.19995
E01002884,51.51058,-0.19722
E01002885,51.51106,-0.19425
E01002886,51.51341,-0.19784
E01002887,51.49621,-0.18313
E01002888,51.49606,-0.18658
E01002889,51.50063,-0.19044
E01002890,51.49875,-0.18785
E01002891,51.50031,-0.1825
E01002892,51.4974,-0.18058
E01002893,51.48644,-0.19021
E01002894,51.4885,-0.19066
E01002896,51.48719,-0.18584
E01002897,51.48324,-0.18848
E01002898,51.48983,-0.18643
E01002899,51.48693,-0.167
E01002900,51.48491,-0.16234
E01002901,51.48705,-0.15749
E01002902,51.49067,-0.15849
E01002903,51.48804,-0.16459
E01002904,51.52419,-0.22347
E01002905,51.52189,-0.21584
E01002906,51.52203,-0.21937
E01002907,51.52363,-0.22533
E01002908,51.52128,-0.22415
E01002909,51.51897,-0.21416
E01002910,51.48818,-0.17441
E01002911,51.48493,-0.17722
E01002912,51.48404,-0.18176
E01002913,51.48186,-0.18287
E01002914,51.48926,-0.16909
E01002915,51.38544,-0.27269
E01002916,51.38529,-0.28421
E01002917,51.38641,-0.27684
E01002918,51.38039,-0.26486
E01002919,51.37779,-0.27282
E01002920,51.3938,-0.27783
E01002921,51.39401,-0.29689
E01002922,51.39497,-0.28905
E01002923,51.39097,-0.29524
E01002924,51.39094,-0.28683
E01002925,51.38702,-0.29376
E01002926,51.39614,-0.2824
E01002927,51.39975,-0.26892
E01002928,51.39945,-0.26397
E01002929,51.40655,-0.25157
E01002930,51.40126,-0.25704
E01002931,51.40179,-0.25018
E01002932,51.40139,-0.27349
E01002933,51.41626,-0.29589
E01002934,51.41976,-0.297
E01002935,51.4149,-0.28737
E01002937,51.41523,-0.29136
E01002938,51.42075,-0.2903
E01002939,51.36802,-0.29755
E01002940,51.36537,-0.30631
E01002941,51.37076,-0.31133
E01002942,51.36752,-0.30266
E01002943,51.36619,-0.31401
E01002944,51.36664,-0.29143
E01002945,51.36322,-0.29236
E01002946,51.35746,-0.29211
E01002947,51.3611,-0.30117
E01002948,51.34509,-0.31463
E01002949,51.36043,-0.30957
E01002950,51.35507,-0.30254
E01002951,51.41926,-0.28183
E01002952,51.42032,-0.26726
E01002953,51.41869,-0.25428
E01002954,51.4144,-0.28053
E01002955,51.43211,-0.25659
E01002956,51.42904,-0.26437
E01002957,51.42032,-0.2768
E01002958,51.40452,-0.26617
E01002959,51.41315,-0.26677
E01002960,51.41024,-0.27568
E01002961,51.40947,-0.26379
E01002962,51.40758,-0.27051
E01002963,51.40539,-0.26109
E01002964,51.4091,-0.29907
E01002965,51.40303,-0.30615
E01002966,51.40227,-0.29072
E01002967,51.39779,-0.30768
E01002968,51.40974,-0.30261
E01002969,51.40829,-0.28809
E01002970,51.40666,-0.28245
E01002971,51.40584,-0.29075
E01002972,51.41059,-0.29116
E01002973,51.40434,-0.27744
E01002974,51.41076,-0.28475
E01002975,51.388,-0.26472
E01002976,51.38504,-0.24442
E01002977,51.38511,-0.25747
E01002978,51.38231,-0.24962
E01002979,51.38164,-0.25852
E01002980,51.38875,-0.25758
E01002981,51.39208,-0.263
E01002982,51.39179,-0.25269
E01002983,51.39109,-0.24741
E01002984,51.39607,-0.25704
E01002985,51.39706,-0.25096
E01002986,51.39457,-0.26917
E01002987,51.39467,-0.30452
E01002988,51.39135,-0.31341
E01002989,51.39387,-0.30929
E01002990,51.39813,-0.3014
E01002991,51.39861,-0.29694
E01002992,51.39852,-0.2889
E01002993,51.38895,-0.309
E01002994,51.38186,-0.30469
E01002995,51.38652,-0.30505
E01002996,51.38278,-0.29218
E01002997,51.38386,-0.29783
E01002998,51.3806,-0.2921
E01002999,51.39043,-0.30158
E01003000,51.37254,-0.28293
E01003001,51.37727,-0.28503
E01003002,51.37723,-0.30358
E01003003,51.38043,-0.2883
E01003004,51.3748,-0.2963
E01003005,51.3714,-0.29767
E01003006,51.42864,-0.30908
E01003007,51.4289,-0.301
E01003008,51.4253,-0.29905
E01003009,51.42608,-0.29147
E01003010,51.4233,-0.30363
E01003011,51.41967,-0.30313
E01003013,51.49959,-0.11602
E01003014,51.49746,-0.11266
E01003015,51.49423,-0.11353
E01003016,51.50623,-0.11217
E01003017,51.50414,-0.10923
E01003018,51.45536,-0.1219
E01003019,51.45777,-0.12613
E01003020,51.45898,-0.1208
E01003021,51.45336,-0.1242
E01003022,51.45231,-0.12851
E01003023,51.44813,-0.12622
E01003024,51.44977,-0.12279
E01003025,51.44647,-0.12077
E01003026,51.45812,-0.14392
E01003027,51.45626,-0.13438
E01003028,51.45241,-0.1371
E01003029,51.45683,-0.13154
E01003030,51.45375,-0.14492
E01003031,51.45207,-0.14113
E01003032,51.45967,-0.13781
E01003033,51.45649,-0.13884
E01003034,51.46941,-0.14011
E01003035,51.46454,-0.13361
E01003036,51.46675,-0.13853
E01003037,51.46819,-0.14687
E01003038,51.46687,-0.14443
E01003039,51.46362,-0.14082
E01003040,51.46279,-0.14588
E01003041,51.46226,-0.13643
E01003042,51.46274,-0.14895
E01003043,51.45849,-0.11057
E01003044,51.45933,-0.10509
E01003045,51.46907,-0.10997
E01003046,51.46908,-0.1047
E01003047,51.46443,-0.11218
E01003048,51.46627,-0.10508
E01003049,51.4661,-0.10859
E01003050,51.45793,-0.1134
E01003051,51.4635,-0.1041
E01003052,51.46072,-0.10931
E01003053,51.46504,-0.11924
E01003054,51.46302,-0.13237
E01003055,51.4618,-0.11814
E01003056,51.46224,-0.12517
E01003057,51.46122,-0.12946
E01003058,51.46088,-0.12482
E01003059,51.46941,-0.11478
E01003060,51.46798,-0.11562
E01003061,51.46559,-0.11595
E01003062,51.4215,-0.08216
E01003063,51.42129,-0.08689
E01003064,51.434,-0.09302
E01003065,51.43004,-0.09388
E01003066,51.43026,-0.09863
E01003067,51.42975,-0.08982
E01003068,51.42652,-0.09431
E01003069,51.42406,-0.0924
E01003070,51.42439,-0.08601
E01003071,51.45594,-0.10264
E01003072,51.45829,-0.09723
E01003073,51.46184,-0.10008
E01003074,51.45143,-0.10741
E01003075,51.47108,-0.09886
E01003076,51.46672,-0.09516
E01003077,51.46418,-0.09938
E01003078,51.4625,-0.0946
E01003079,51.43558,-0.1109
E01003080,51.43356,-0.11135
E01003081,51.43182,-0.10569
E01003082,51.4261,-0.10361
E01003083,51.43063,-0.11156
E01003084,51.42968,-0.10626
E01003085,51.42684,-0.11048
E01003086,51.42479,-0.10077
E01003087,51.4241,-0.10951
E01003088,51.46473,-0.12579
E01003089,51.47333,-0.13422
E01003090,51.4679,-0.12785
E01003091,51.47008,-0.13656
E01003092,51.47119,-0.13092
E01003093,51.47079,-0.12237
E01003094,51.46813,-0.12395
E01003095,51.46803,-0.13285
E01003096,51.4655,-0.12209
E01003097,51.47842,-0.12611
E01003098,51.48022,-0.11733
E01003099,51.48311,-0.10916
E01003100,51.47943,-0.11381
E01003101,51.4855,-0.1164
E01003102,51.48447,-0.1208
E01003104,51.48025,-0.12152
E01003105,51.48935,-0.11568
E01003106,51.49059,-0.1097
E01003107,51.48707,-0.10981
E01003108,51.48988,-0.10651
E01003110,51.49296,-0.10775
E01003111,51.4917,-0.11349
E01003112,51.4925,-0.11785
E01003113,51.425,-0.13606
E01003114,51.42208,-0.13537
E01003115,51.42091,-0.13267
E01003116,51.43684,-0.13482
E01003117,51.43645,-0.1307
E01003118,51.43205,-0.13252
E01003119,51.42811,-0.1351
E01003120,51.42831,-0.12798
E01003121,51.47689,-0.12905
E01003122,51.47755,-0.13118
E01003123,51.47362,-0.12807
E01003124,51.47577,-0.12358
E01003125,51.4784,-0.11898
E01003126,51.47347,-0.12388
E01003127,51.47168,-0.1194
E01003128,51.47127,-0.12587
E01003129,51.47816,-0.12152
E01003130,51.44151,-0.12281
E01003131,51.4402,-0.12941
E01003132,51.44151,-0.11775
E01003133,51.43892,-0.10971
E01003134,51.4388,-0.11639
E01003135,51.43777,-0.12163
E01003136,51.44497,-0.12887
E01003137,51.44394,-0.12293
E01003138,51.44133,-0.13495
E01003139,51.41589,-0.13748
E01003140,51.4137,-0.13169
E01003141,51.41487,-0.12511
E01003142,51.41328,-0.139
E01003143,51.41464,-0.14399
E01003144,51.42027,-0.12132
E01003145,51.41868,-0.13134
E01003146,51.41905,-0.13813
E01003147,51.41603,-0.12781
E01003148,51.42889,-0.12154
E01003149,51.42582,-0.11818
E01003150,51.42484,-0.12674
E01003151,51.43526,-0.12337
E01003152,51.43406,-0.121
E01003153,51.43644,-0.1265
E01003154,51.43013,-0.11744
E01003155,51.43067,-0.12569
E01003156,51.44595,-0.13849
E01003157,51.44447,-0.14282
E01003158,51.44286,-0.13799
E01003159,51.45161,-0.13214
E01003160,51.44958,-0.13463
E01003161,51.4486,-0.14147
E01003162,51.44769,-0.13114
E01003163,51.446,-0.13431
E01003164,51.44185,-0.10434
E01003165,51.43828,-0.09388
E01003166,51.43718,-0.10428
E01003167,51.43632,-0.09941
E01003168,51.44272,-0.10178
E01003169,51.44448,-0.10637
E01003170,51.44414,-0.09758
E01003171,51.45077,-0.11939
E01003172,51.4488,-0.11274
E01003173,51.44788,-0.11648
E01003174,51.44267,-0.11273
E01003175,51.44492,-0.11581
E01003176,51.45767,-0.11643
E01003177,51.4539,-0.11349
E01003178,51.45296,-0.11801
E01003179,51.45142,-0.11393
E01003180,51.4759,-0.10305
E01003181,51.47792,-0.11351
E01003182,51.47226,-0.10308
E01003183,51.4787,-0.1071
E01003184,51.4764,-0.11097
E01003185,51.47631,-0.1142
E01003186,51.47227,-0.11583
E01003187,51.47491,-0.10802
E01003188,51.47172,-0.10925
E01003189,51.42873,-0.02235
E01003190,51.4273,-0.03482
E01003191,51.42623,-0.02726
E01003192,51.42042,-0.01723
E01003193,51.43112,-0.03465
E01003194,51.43868,-0.02809
E01003195,51.43494,-0.03116
E01003196,51.43393,-0.02267
E01003197,51.43148,-0.02728
E01003198,51.46349,0.004535
E01003199,51.46414,-0.0036
E01003200,51.46981,0.005287
E01003201,51.46464,-0.00844
E01003202,51.46163,0.008168
E01003203,51.46005,0.003722
E01003204,51.47037,-0.00745
E01003205,51.46967,-0.01231
E01003206,51.46733,-0.00527
E01003207,51.47343,-0.02815
E01003209,51.4717,-0.03449
E01003210,51.47035,-0.02927
E01003211,51.4669,-0.02559
E01003212,51.46784,-0.03513
E01003213,51.46543,-0.03185
E01003214,51.46277,-0.03444
E01003215,51.47416,-0.03478
E01003216,51.44057,-0.01395
E01003217,51.44116,-0.00541
E01003218,51.43865,-0.00208
E01003219,51.43727,-0.00818
E01003220,51.44267,0.000875
E01003221,51.43889,-0.01895
E01003222,51.43838,0.002055
E01003223,51.43573,-0.01278
E01003224,51.44333,-0.00553
E01003225,51.44966,-0.02976
E01003226,51.44958,-0.04295
E01003227,51.44805,-0.03789
E01003228,51.44693,-0.04511
E01003229,51.44428,-0.04594
E01003230,51.4447,-0.03808
E01003231,51.45679,-0.03678
E01003232,51.45281,-0.03868
E01003233,51.45279,-0.0339
E01003235,51.41866,-0.00332
E01003236,51.42976,0.018481
E01003237,51.42741,0.015658
E01003238,51.42899,0.010405
E01003239,51.42799,0.003557
E01003240,51.42551,0.002125
E01003241,51.42474,-0.01182
E01003243,51.42278,-0.0067
E01003244,51.48853,-0.03479
E01003245,51.48866,-0.04806
E01003246,51.4826,-0.0377
E01003247,51.48726,-0.04672
E01003248,51.48663,-0.03808
E01003249,51.49019,-0.03201
E01003251,51.48422,-0.02931
E01003252,51.48274,-0.03273
E01003253,51.48099,-0.02761
E01003254,51.4433,-0.05818
E01003255,51.43971,-0.05579
E01003256,51.43599,-0.05631
E01003257,51.43806,-0.06138
E01003258,51.4324,-0.06762
E01003259,51.43303,-0.06214
E01003260,51.4471,-0.05891
E01003261,51.44796,-0.05147
E01003262,51.44421,-0.05225
E01003263,51.43511,0.019997
E01003264,51.4336,0.027815
E01003265,51.4292,0.026268
E01003266,51.43024,0.035118
E01003267,51.42605,0.034514
E01003268,51.44333,0.011337
E01003269,51.44456,0.018716
E01003270,51.44065,0.016069
E01003271,51.43939,0.022733
E01003272,51.46022,-0.034
E01003273,51.46105,-0.02182
E01003274,51.45607,-0.02249
E01003275,51.45293,-0.02578
E01003276,51.45769,-0.02914
E01003277,51.46385,-0.02365
E01003278,51.46609,-0.02036
E01003279,51.45943,-0.01852
E01003280,51.44785,0.017753
E01003281,51.44893,0.006891
E01003282,51.4563,-0.00306
E01003283,51.45635,0.005086
E01003284,51.45524,-2e-05
E01003285,51.45055,0.014245
E01003286,51.45393,0.015747
E01003287,51.45222,0.006157
E01003288,51.46037,-0.00374
E01003290,51.454,-0.00675
E01003291,51.45414,-0.01513
E01003292,51.45099,-0.00439
E01003293,51.45178,-0.00817
E01003295,51.44805,0.000923
E01003297,51.48397,-0.04878
E01003298,51.48153,-0.0402
E01003299,51.47658,-0.04531
E01003300,51.48,-0.0371
E01003301,51.47838,-0.04234
E01003302,51.48025,-0.05191
E01003303,51.47766,-0.03486
E01003304,51.4771,-0.02707
E01003305,51.47873,-0.04824
E01003307,51.43741,-0.0443
E01003308,51.44065,-0.03593
E01003309,51.43451,-0.04936
E01003310,51.43809,-0.0512
E01003311,51.435,-0.03893
E01003312,51.43201,-0.04256
E01003313,51.43144,-0.04936
E01003314,51.43918,-0.03974
E01003315,51.43985,-0.04809
E01003316,51.43991,-0.04371
E01003318,51.44295,-0.02192
E01003319,51.44453,-0.01535
E01003320,51.44518,-0.00978
E01003321,51.44206,-0.031
E01003322,51.45076,-0.02007
E01003323,51.4486,-0.01147
E01003324,51.44809,-0.02003
E01003325,51.44768,-0.015
E01003326,51.42473,-0.04405
E01003327,51.42481,-0.05003
E01003328,51.42521,-0.05701
E01003329,51.43088,-0.05625
E01003330,51.42898,-0.07059
E01003331,51.42792,-0.06217
E01003332,51.42743,-0.0656
E01003333,51.4273,-0.04143
E01003334,51.42804,-0.05385
E01003335,51.42751,-0.0455
E01003336,51.46053,-0.04303
E01003337,51.45754,-0.0429
E01003338,51.47561,-0.0499
E01003339,51.47213,-0.04881
E01003340,51.47235,-0.04209
E01003341,51.46915,-0.04545
E01003342,51.46368,-0.04498
E01003343,51.46829,-0.04893
E01003344,51.46819,-0.04058
E01003345,51.46446,-0.04077
E01003346,51.43379,0.006674
E01003347,51.43449,0.003179
E01003348,51.43116,-0.00964
E01003349,51.43314,0.014918
E01003350,51.43382,-0.00409
E01003351,51.43281,0.01158
E01003352,51.42915,-0.01553
E01003353,51.42854,-0.00645
E01003354,51.43894,0.00982
E01003355,51.41564,-0.19535
E01003356,51.41064,-0.19196
E01003357,51.41243,-0.18834
E01003358,51.41738,-0.19836
E01003359,51.41701,-0.18432
E01003360,51.41719,-0.18946
E01003361,51.40433,-0.21056
E01003362,51.40094,-0.22028
E01003363,51.39768,-0.21253
E01003364,51.39676,-0.21928
E01003365,51.39858,-0.20424
E01003366,51.40552,-0.22089
E01003368,51.4166,-0.16678
E01003369,51.42202,-0.17732
E01003370,51.42192,-0.17397
E01003371,51.41946,-0.17021
E01003372,51.41914,-0.16479
E01003373,51.40337,-0.1783
E01003374,51.40057,-0.17117
E01003375,51.39576,-0.15953
E01003376,51.40816,-0.18141
E01003377,51.40544,-0.18088
E01003378,51.40313,-0.17266
E01003379,51.40467,-0.168
E01003380,51.41323,-0.21465
E01003381,51.40903,-0.22684
E01003382,51.40985,-0.22044
E01003383,51.41802,-0.20817
E01003384,51.41624,-0.20277
E01003385,51.41468,-0.21038
E01003386,51.40952,-0.15612
E01003387,51.40498,-0.15444
E01003388,51.40602,-0.16074
E01003389,51.40438,-0.16256
E01003390,51.40754,-0.16297
E01003391,51.40623,-0.15117
E01003392,51.41273,-0.15797
E01003393,51.41842,-0.15981
E01003394,51.41644,-0.15663
E01003395,51.4135,-0.15127
E01003396,51.42029,-0.15794
E01003397,51.41907,-0.15379
E01003398,51.41681,-0.14807
E01003399,51.41445,-0.21958
E01003400,51.42522,-0.20337
E01003401,51.42371,-0.20782
E01003402,51.42056,-0.21152
E01003403,51.41971,-0.2184
E01003404,51.41727,-0.21916
E01003405,51.40816,-0.1698
E01003406,51.4138,-0.16968
E01003407,51.41226,-0.1744
E01003408,51.41136,-0.18103
E01003409,51.41202,-0.16483
E01003410,51.40922,-0.17663
E01003411,51.41052,-0.14352
E01003412,51.41091,-0.14865
E01003413,51.40945,-0.13869
E01003414,51.40703,-0.13294
E01003415,51.40563,-0.13972
E01003416,51.40336,-0.1449
E01003417,51.38754,-0.21298
E01003418,51.38553,-0.21981
E01003419,51.38825,-0.22825
E01003420,51.38316,-0.22233
E01003421,51.39359,-0.22281
E01003422,51.38972,-0.21853
E01003423,51.40915,-0.21069
E01003424,51.40854,-0.19919
E01003425,51.40513,-0.2035
E01003426,51.40457,-0.19363
E01003427,51.39828,-0.19916
E01003428,51.41028,-0.20532
E01003429,51.39752,-0.1371
E01003430,51.40069,-0.12872
E01003431,51.39672,-0.12821
E01003432,51.39535,-0.13876
E01003433,51.40201,-0.13513
E01003434,51.39996,-0.13982
E01003435,51.39844,-0.15152
E01003436,51.39169,-0.18506
E01003437,51.39342,-0.17804
E01003438,51.38843,-0.18555
E01003439,51.4015,-0.18869
E01003440,51.39918,-0.18099
E01003441,51.39543,-0.17268
E01003442,51.41689,-0.22592
E01003443,51.41319,-0.22839
E01003444,51.41262,-0.23664
E01003445,51.41108,-0.24235
E01003446,51.40987,-0.22885
E01003447,51.40597,-0.2395
E01003448,51.39421,-0.18943
E01003449,51.39447,-0.19655
E01003450,51.38907,-0.19257
E01003451,51.3891,-0.20325
E01003452,51.3898,-0.19753
E01003453,51.39828,-0.19288
E01003454,51.42389,-0.19804
E01003455,51.42314,-0.18188
E01003456,51.42136,-0.20115
E01003457,51.42241,-0.19346
E01003458,51.4217,-0.19028
E01003459,51.42039,-0.18611
E01003460,51.428,-0.23852
E01003461,51.42549,-0.21454
E01003462,51.41938,-0.232
E01003463,51.4163,-0.2438
E01003464,51.43446,-0.21663
E01003465,51.42975,-0.21636
E01003466,51.40023,-0.23202
E01003467,51.39873,-0.22622
E01003468,51.39366,-0.23508
E01003469,51.4003,-0.24332
E01003470,51.39791,-0.24027
E01003471,51.40441,-0.23462
E01003472,51.4382,-0.20129
E01003473,51.43491,-0.19883
E01003474,51.43313,-0.20582
E01003476,51.42887,-0.19986
E01003477,51.42705,-0.19316
E01003478,51.43898,-0.19463
E01003479,51.51211,0.051837
E01003480,51.50955,0.067013
E01003481,51.5104,0.057885
E01003483,51.51832,0.046423
E01003484,51.51795,0.053513
E01003485,51.51482,0.050143
E01003486,51.51491,0.059602
E01003487,51.51382,0.067048
E01003488,51.53404,0.041735
E01003489,51.53345,0.037931
E01003490,51.53248,0.044217
E01003491,51.53383,0.034964
E01003492,51.52873,0.042045
E01003494,51.52634,0.041247
E01003495,51.52663,0.045858
E01003496,51.52763,0.008723
E01003497,51.51926,0.00132
E01003498,51.52573,0.015472
E01003499,51.52355,0.02254
E01003500,51.52457,0.002821
E01003501,51.52214,0.014737
E01003502,51.51921,0.016179
E01003503,51.51771,0.009338
E01003506,51.51062,0.02191
E01003507,51.5205,0.024438
E01003508,51.51692,0.019825
E01003509,51.51896,0.022251
E01003511,51.51471,0.02003
E01003512,51.51371,0.031472
E01003513,51.51355,0.044134
E01003514,51.51239,0.037957
E01003515,51.50943,0.034006
E01003516,51.51658,0.035622
E01003517,51.51607,0.026417
E01003518,51.51496,0.039369
E01003519,51.51473,0.034242
E01003520,51.53763,0.048255
E01003521,51.53514,0.054228
E01003522,51.53563,0.048799
E01003523,51.52936,0.056073
E01003524,51.5336,0.046574
E01003525,51.53341,0.050849
E01003526,51.53103,0.05214
E01003527,51.52846,0.051909
E01003528,51.54439,0.060269
E01003529,51.54358,0.051969
E01003530,51.54319,0.057244
E01003531,51.54074,0.047241
E01003532,51.54145,0.05356
E01003533,51.53949,0.042354
E01003534,51.5464,0.05273
E01003535,51.5275,0.071978
E01003536,51.52491,0.064868
E01003537,51.5255,0.052194
E01003538,51.52397,0.055787
E01003539,51.52253,0.042979
E01003540,51.52198,0.058422
E01003541,51.52119,0.051207
E01003542,51.52699,0.059383
E01003543,51.55255,0.028398
E01003544,51.55178,0.017849
E01003545,51.54918,0.015845
E01003546,51.55173,0.023314
E01003547,51.55265,0.032803
E01003548,51.55068,0.009593
E01003549,51.54823,0.011505
E01003550,51.55466,0.022333
E01003551,51.54419,0.01848
E01003552,51.54313,0.020394
E01003553,51.545,0.013165
E01003554,51.54199,0.014705
E01003555,51.54891,0.032953
E01003556,51.54805,0.02602
E01003557,51.54709,0.017036
E01003558,51.54529,0.023821
E01003559,51.54508,0.008972
E01003560,51.5446,0.03928
E01003561,51.5454,0.036547
E01003562,51.54236,0.035791
E01003563,51.5422,0.040283
E01003564,51.54029,0.035785
E01003565,51.53783,0.040434
E01003566,51.53719,0.036209
E01003567,51.5459,0.0338
E01003568,51.53568,0.029595
E01003569,51.53711,0.032283
E01003570,51.5452,0.029226
E01003571,51.54338,0.029606
E01003572,51.54158,0.025431
E01003573,51.54034,0.03149
E01003574,51.53908,0.025737
E01003575,51.54721,0.057945
E01003576,51.55461,0.060327
E01003577,51.55397,0.065174
E01003578,51.5574,0.051653
E01003579,51.54944,0.056055
E01003580,51.54751,0.065516
E01003581,51.5521,0.057343
E01003582,51.55103,0.062531
E01003583,51.54931,0.060477
E01003584,51.55178,0.040265
E01003585,51.55,0.052359
E01003586,51.54744,0.041469
E01003587,51.54838,0.047627
E01003588,51.54522,0.043461
E01003589,51.54392,0.046013
E01003590,51.55377,0.045936
E01003591,51.55128,0.048868
E01003592,51.53204,0.025685
E01003593,51.52953,0.015697
E01003594,51.52806,0.019193
E01003595,51.52938,0.022943
E01003596,51.53566,0.019674
E01003597,51.535,0.02485
E01003598,51.53407,0.020685
E01003599,51.53258,0.031519
E01003600,51.53155,0.020487
E01003601,51.52075,0.033097
E01003602,51.52353,0.027152
E01003603,51.52487,0.036914
E01003604,51.51894,0.029658
E01003605,51.5288,0.035287
E01003607,51.52758,0.026972
E01003608,51.52574,0.033911
E01003611,51.50036,0.062476
E01003615,51.5504,0.002312
E01003616,51.54737,0.003952
E01003618,51.5419,0.007173
E01003619,51.53885,0.001343
E01003621,51.53504,0.061044
E01003622,51.53507,0.067015
E01003623,51.53149,0.068309
E01003624,51.53115,0.061359
E01003625,51.54172,0.06273
E01003626,51.54055,0.058957
E01003627,51.53809,0.058961
E01003628,51.5372,0.0628
E01003629,51.53716,0.055747
E01003630,51.53339,0.014988
E01003631,51.53066,0.0074
E01003632,51.53167,0.01249
E01003633,51.5339,0.008349
E01003634,51.5356,0.003782
E01003635,51.53809,0.016407
E01003636,51.53779,0.008391
E01003637,51.53562,0.014438
E01003638,51.58486,0.081442
E01003639,51.58679,0.091231
E01003640,51.59399,0.115963
E01003641,51.57887,0.098546
E01003642,51.57746,0.091366
E01003643,51.57982,0.081861
E01003644,51.57634,0.078181
E01003645,51.57617,0.08487
E01003646,51.57905,0.057983
E01003647,51.5775,0.072995
E01003648,51.58658,0.074029
E01003649,51.58485,0.067195
E01003650,51.58059,0.076657
E01003651,51.58089,0.062194
E01003652,51.58168,0.069952
E01003653,51.57908,0.068737
E01003654,51.6047,0.038029
E01003655,51.61106,0.038343
E01003656,51.60831,0.052893
E01003657,51.60507,0.057686
E01003658,51.60637,0.040891
E01003659,51.60225,0.04641
E01003660,51.61392,0.046516
E01003661,51.57177,0.124137
E01003662,51.56981,0.127394
E01003663,51.57953,0.121266
E01003664,51.5775,0.129168
E01003665,51.57558,0.125801
E01003666,51.57003,0.120333
E01003668,51.58987,0.024719
E01003669,51.59859,0.016515
E01003670,51.60225,0.020157
E01003671,51.60136,0.027222
E01003672,51.59812,0.021201
E01003673,51.59631,0.014176
E01003674,51.59627,0.02584
E01003675,51.57818,0.047306
E01003676,51.5786,0.052478
E01003677,51.58554,0.043407
E01003678,51.58793,0.057171
E01003679,51.58988,0.05915
E01003680,51.58798,0.06533
E01003681,51.58591,0.052258
E01003682,51.58253,0.050879
E01003683,51.55381,0.083761
E01003684,51.55174,0.085368
E01003685,51.55421,0.078297
E01003686,51.55721,0.083728
E01003688,51.55726,0.079129
E01003689,51.55642,0.073623
E01003690,51.56988,0.069026
E01003691,51.56509,0.055606
E01003692,51.57123,0.062276
E01003693,51.56937,0.051514
E01003694,51.57036,0.057027
E01003695,51.56706,0.060832
E01003696,51.57508,0.057081
E01003697,51.57391,0.044055
E01003698,51.6017,0.080465
E01003699,51.60098,0.101096
E01003700,51.59687,0.086136
E01003701,51.59057,0.085399
E01003702,51.60383,0.088173
E01003703,51.60249,0.06801
E01003704,51.60122,0.08814
E01003705,51.59386,0.080381
E01003706,51.5957,0.072986
E01003707,51.5948,0.05767
E01003708,51.59696,0.062734
E01003709,51.59428,0.067406
E01003710,51.59382,0.053135
E01003711,51.5902,0.078438
E01003712,51.58942,0.070102
E01003713,51.5618,0.105205
E01003714,51.56193,0.095761
E01003715,51.56168,0.101073
E01003716,51.5576,0.111287
E01003718,51.56509,0.113755
E01003719,51.56116,0.11604
E01003720,51.60547,0.108582
E01003721,51.60656,0.097397
E01003722,51.61252,0.116955
E01003723,51.61121,0.111318
E01003724,51.61284,0.09721
E01003725,51.6094,0.097239
